src_ip,dst_ip,src_port,dst_port,protocol,packet_length
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
172.17.100.71,74.125.24.119,62553.0,443.0,17,223
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
0.0.0.0,255.255.255.255,68.0,67.0,17,344
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,80
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
172.17.100.71,172.17.96.1,60770.0,53.0,17,75
172.17.100.71,172.17.96.1,50140.0,53.0,17,75
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,71
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
172.17.96.1,172.17.100.71,53.0,50140.0,17,91
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
74.125.24.119,172.17.100.71,443.0,62553.0,17,1292
172.17.96.1,172.17.100.71,53.0,60770.0,17,132
172.17.100.71,142.250.206.3,55178.0,443.0,17,1292
172.17.100.71,142.250.206.3,55178.0,443.0,17,1292
172.17.100.71,142.250.206.3,55178.0,443.0,17,1292
172.17.100.71,142.250.206.3,55178.0,443.0,17,123
172.17.100.71,142.250.206.3,55178.0,443.0,17,794
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
172.17.100.71,74.125.24.119,62553.0,443.0,17,78
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
172.17.100.71,74.125.24.119,62553.0,443.0,17,74
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,74.125.24.119,62553.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,142.250.206.3,55178.0,443.0,17,1292
172.17.100.71,142.250.206.3,55178.0,443.0,17,1292
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,680
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,74.125.24.119,62553.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,86
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
142.250.206.3,172.17.100.71,443.0,55178.0,17,86
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.102.86,224.0.0.251,5353.0,5353.0,17,93
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,341
172.17.100.71,142.250.206.3,55178.0,443.0,17,1292
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
142.250.206.3,172.17.100.71,443.0,55178.0,17,990
172.17.100.71,142.250.206.3,55178.0,443.0,17,73
142.250.206.3,172.17.100.71,443.0,55178.0,17,71
142.250.206.3,172.17.100.71,443.0,55178.0,17,1292
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
172.17.100.71,142.250.206.3,55178.0,443.0,17,77
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,290
172.17.100.71,142.250.206.3,55178.0,443.0,17,73
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,79
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,142.250.4.132,54348.0,443.0,17,204
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
3.233.158.114,172.17.100.71,443.0,59444.0,6,66
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
172.17.100.71,3.233.158.114,59444.0,443.0,6,54
172.17.100.71,3.233.158.114,59444.0,443.0,6,2047
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
172.17.100.71,142.250.183.138,62142.0,443.0,17,239
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,74.125.24.119,62553.0,443.0,17,72
74.125.24.119,172.17.100.71,443.0,62553.0,17,72
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
142.250.206.3,172.17.100.71,443.0,55178.0,17,1296
172.17.100.71,172.217.24.4,54454.0,443.0,17,71
142.250.206.3,172.17.100.71,443.0,55178.0,17,166
172.17.100.71,142.250.206.3,55178.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
142.250.206.3,172.17.100.71,443.0,55178.0,17,69
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.140,239.255.255.250,56111.0,1900.0,17,171
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
104.18.26.48,172.17.100.71,443.0,58350.0,6,133
104.18.26.48,172.17.100.71,443.0,58350.0,6,189
104.18.26.48,172.17.100.71,443.0,58350.0,6,85
172.17.100.71,104.18.26.48,58350.0,443.0,6,54
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
172.17.100.71,142.250.183.138,62142.0,443.0,17,239
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
142.250.183.138,172.17.100.71,443.0,62142.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,172.217.24.4,54454.0,443.0,17,71
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.217.24.4,172.17.100.71,443.0,54454.0,17,72
142.250.4.132,172.17.100.71,443.0,54348.0,17,1288
142.250.4.132,172.17.100.71,443.0,54348.0,17,1292
172.17.100.71,142.250.4.132,54348.0,443.0,17,77
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
142.250.4.132,172.17.100.71,443.0,54348.0,17,1292
142.250.4.132,172.17.100.71,443.0,54348.0,17,608
172.17.100.71,142.250.4.132,54348.0,443.0,17,73
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
74.125.24.119,172.17.100.71,443.0,62553.0,17,73
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
142.250.183.138,172.17.100.71,443.0,62142.0,17,73
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,79
172.217.24.4,172.17.100.71,443.0,54454.0,17,73
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,142.250.183.138,62142.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,172.17.96.1,54515.0,53.0,17,83
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,172.17.96.1,53280.0,53.0,17,83
172.17.100.71,18.67.161.87,50519.0,443.0,6,700
172.17.100.71,18.67.161.87,50519.0,443.0,6,93
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
142.250.183.138,172.17.100.71,443.0,62142.0,17,68
172.17.100.71,142.250.183.138,62142.0,443.0,17,75
172.17.100.71,116.119.64.141,50287.0,443.0,17,76
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
18.67.161.87,172.17.100.71,443.0,50519.0,6,64
18.67.161.87,172.17.100.71,443.0,50519.0,6,64
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
18.67.161.87,172.17.100.71,443.0,50519.0,6,97
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
142.250.183.138,172.17.100.71,443.0,62142.0,17,569
142.250.183.138,172.17.100.71,443.0,62142.0,17,183
172.17.100.71,142.250.183.138,62142.0,443.0,17,79
172.17.100.71,142.250.183.138,62142.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
142.250.4.132,172.17.100.71,443.0,54348.0,17,66
172.17.102.38,224.0.0.252,58184.0,5355.0,17,69
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,80
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,75
172.17.100.71,18.67.161.87,50519.0,443.0,6,54
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,71
142.250.183.138,172.17.100.71,443.0,62142.0,17,70
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
172.17.100.71,116.119.64.141,50287.0,443.0,17,74
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
116.119.64.141,172.17.100.71,443.0,50287.0,17,1296
